TransactionID,DateKey,ProductID,BrandID,SegmentID,GeographyID,Units,Revenue,COGS,GrossProfit,IsForecast
23767,20240401,113,12,3,9,2022,15528.96,6004.66,9524.3,0
23768,20240401,113,12,3,11,5139,39467.52,14987.43,24480.09,0
23769,20240401,113,12,3,12,1469,11281.92,4365.12,6916.8,0
23770,20240401,113,12,3,13,925,7104.0,2253.3,4850.7,0
23771,20240401,113,12,3,14,1330,10214.4,3704.86,6509.54,0
23772,20240401,113,12,3,18,5741,44090.88,14000.28,30090.6,0
23773,20240401,114,12,3,1,4685,43664.2,15880.38,27783.82,0
23774,20240401,114,12,3,2,1454,13551.28,4259.98,9291.3,0
23775,20240401,114,12,3,3,2159,20121.88,7737.34,12384.54,0
23776,20240401,114,12,3,5,2013,18761.16,6153.0,12608.16,0
23777,20240401,114,12,3,6,4921,45863.72,15423.84,30439.88,0
23778,20240401,114,12,3,7,3462,32265.84,12767.51,19498.33,0
23779,20240401,114,12,3,8,3609,33635.88,12168.83,21467.05,0
23780,20240401,114,12,3,10,5660,52751.2,16454.86,36296.34,0
23781,20240401,114,12,3,11,3802,35434.64,14111.41,21323.23,0
23782,20240401,114,12,3,12,3321,30951.72,12160.46,18791.26,0
23783,20240401,114,12,3,13,3074,28649.68,10775.5,17874.18,0
23784,20240401,114,12,3,15,4449,41464.68,12738.63,28726.05,0
23785,20240401,114,12,3,16,1019,9497.08,3634.36,5862.72,0
23786,20240401,114,12,3,18,1642,15303.44,4931.97,10371.47,0
23787,20240401,115,12,3,1,4120,49192.8,17851.71,31341.09,0
23788,20240401,115,12,3,2,2107,25157.58,7843.17,17314.41,0
23789,20240401,115,12,3,3,1138,13587.72,5275.24,8312.48,0
23790,20240401,115,12,3,4,2109,25181.46,9916.3,15265.16,0
23791,20240401,115,12,3,6,4611,55055.34,19779.4,35275.94,0
23792,20240401,115,12,3,8,4071,48607.74,19091.4,29516.34,0
23793,20240401,115,12,3,9,6025,71938.5,21807.14,50131.36,0
23794,20240401,115,12,3,10,2276,27175.44,9142.6,18032.84,0
23795,20240401,115,12,3,12,1122,13396.68,4881.44,8515.24,0
23796,20240401,115,12,3,14,2488,29706.72,10456.87,19249.85,0
23797,20240401,115,12,3,15,1905,22745.7,7218.88,15526.82,0
23798,20240401,115,12,3,16,2765,33014.1,10074.12,22939.98,0
23799,20240401,115,12,3,17,2854,34076.76,12365.35,21711.41,0
23800,20240401,115,12,3,18,4589,54792.66,21572.82,33219.84,0
23801,20240401,116,12,3,1,4493,47311.29,14394.07,32917.22,0
23802,20240401,116,12,3,2,5350,56335.5,18383.31,37952.19,0
23803,20240401,116,12,3,3,4859,51165.27,17638.96,33526.31,0
23804,20240401,116,12,3,4,2284,24050.52,8830.28,15220.24,0
23805,20240401,116,12,3,6,5295,55756.35,20310.06,35446.29,0
23806,20240401,116,12,3,7,3573,37623.69,11346.75,26276.94,0
23807,20240401,116,12,3,8,1672,17606.16,5943.46,11662.7,0
23808,20240401,116,12,3,9,5667,59673.51,23031.15,36642.36,0
23809,20240401,116,12,3,11,3696,38918.88,14502.27,24416.61,0
23810,20240401,116,12,3,12,5681,59820.93,21125.87,38695.06,0
23811,20240401,116,12,3,13,3423,36044.19,13139.85,22904.34,0
23812,20240401,116,12,3,15,5059,53271.27,18095.54,35175.73,0
23813,20240401,116,12,3,16,928,9771.84,3669.01,6102.83,0
23814,20240401,116,12,3,17,3816,40182.48,13487.95,26694.53,0
23815,20240401,116,12,3,18,3833,40361.49,13511.14,26850.35,0
23816,20240401,117,12,3,2,4690,48869.8,17960.31,30909.49,0
23817,20240401,117,12,3,3,2932,30551.44,10262.11,20289.33,0
23818,20240401,117,12,3,4,4626,48202.92,16821.49,31381.43,0
23819,20240401,117,12,3,5,748,7794.16,2574.68,5219.48,0
23820,20240401,117,12,3,6,4580,47723.6,16353.82,31369.78,0
23821,20240401,117,12,3,7,3876,40387.92,15017.96,25369.96,0
23822,20240401,117,12,3,12,991,10326.22,3935.71,6390.51,0
23823,20240401,117,12,3,13,3910,40742.2,12343.96,28398.24,0
23824,20240401,117,12,3,14,4230,44076.6,15119.05,28957.55,0
23825,20240401,117,12,3,15,4276,44555.92,14361.15,30194.77,0
23826,20240401,117,12,3,16,3113,32437.46,10275.66,22161.8,0
23827,20240401,117,12,3,17,2663,27748.46,10322.98,17425.48,0
23828,20240401,117,12,3,18,2954,30780.68,9360.7,21419.98,0
23829,20240401,118,12,3,1,604,7821.8,2366.44,5455.36,0
23830,20240401,118,12,3,2,1266,16394.7,5433.25,10961.45,0
23831,20240401,118,12,3,3,6483,83954.85,27756.15,56198.7,0
23832,20240401,118,12,3,4,3863,50025.85,18750.54,31275.31,0
23833,20240401,118,12,3,6,2761,35754.95,13438.84,22316.11,0
23834,20240401,118,12,3,7,2693,34874.35,12333.51,22540.84,0
23835,20240401,118,12,3,8,3317,42955.15,14972.32,27982.83,0
23836,20240401,118,12,3,10,1695,21950.25,7302.27,14647.98,0
23837,20240401,118,12,3,11,2743,35521.85,13942.43,21579.42,0
23838,20240401,118,12,3,12,1660,21497.0,8450.2,13046.8,0
23839,20240401,118,12,3,13,1159,15009.05,5075.67,9933.38,0
23840,20240401,118,12,3,14,5683,73594.85,27023.91,46570.94,0
23841,20240401,118,12,3,15,5671,73439.45,25084.5,48354.95,0
23842,20240401,118,12,3,16,3576,46309.2,14753.65,31555.55,0
23843,20240401,118,12,3,18,948,12276.6,4523.72,7752.88,0
23844,20240501,1,1,1,1,4269,61943.19,28007.75,33935.44,0
23845,20240501,1,1,1,3,2421,35128.71,16808.37,18320.34,0
23846,20240501,1,1,1,4,4470,64859.7,30568.43,34291.27,0
23847,20240501,1,1,1,5,4374,63466.74,31212.93,32253.81,0
23848,20240501,1,1,1,6,1100,15961.0,6795.38,9165.62,0
23849,20240501,1,1,1,7,3754,54470.54,25590.07,28880.47,0
23850,20240501,1,1,1,8,4535,65802.85,27567.93,38234.92,0
23851,20240501,1,1,1,10,1347,19544.97,7951.66,11593.31,0
23852,20240501,1,1,1,11,1610,23361.1,11502.82,11858.28,0
23853,20240501,1,1,1,12,1670,24231.7,11015.64,13216.06,0
23854,20240501,1,1,1,13,3714,53890.14,26473.84,27416.3,0
23855,20240501,1,1,1,14,4158,60332.58,28596.03,31736.55,0
23856,20240501,1,1,1,15,4304,62451.04,28782.0,33669.04,0
23857,20240501,1,1,1,16,3946,57256.46,26574.02,30682.44,0
23858,20240501,1,1,1,17,1937,28105.87,11695.21,16410.66,0
23859,20240501,1,1,1,18,2366,34330.66,14041.1,20289.56,0
23860,20240501,2,1,1,1,4892,53763.08,26386.19,27376.89,0
23861,20240501,2,1,1,2,725,7967.75,3923.15,4044.6,0
23862,20240501,2,1,1,6,2585,28409.15,13119.52,15289.63,0
23863,20240501,2,1,1,7,4148,45586.52,20844.86,24741.66,0
23864,20240501,2,1,1,8,2573,28277.27,13559.6,14717.67,0
23865,20240501,2,1,1,9,4844,53235.56,22381.15,30854.41,0
23866,20240501,2,1,1,10,1956,21496.44,9051.11,12445.33,0
23867,20240501,2,1,1,11,2719,29881.81,14742.21,15139.6,0
23868,20240501,2,1,1,13,4869,53510.31,25162.9,28347.41,0
23869,20240501,2,1,1,14,2868,31519.32,13411.77,18107.55,0
23870,20240501,2,1,1,17,2484,27299.16,13195.21,14103.95,0
23871,20240501,3,1,1,2,5099,33449.44,16504.81,16944.63,0
23872,20240501,3,1,1,3,3727,24449.12,11076.49,13372.63,0
23873,20240501,3,1,1,5,1677,11001.12,4734.61,6266.51,0
23874,20240501,3,1,1,6,1081,7091.36,3484.7,3606.66,0
23875,20240501,3,1,1,7,3156,20703.36,9634.13,11069.23,0
23876,20240501,3,1,1,10,3552,23301.12,11550.96,11750.16,0
23877,20240501,3,1,1,14,2412,15822.72,7500.44,8322.28,0
23878,20240501,3,1,1,15,3303,21667.68,9142.36,12525.32,0
23879,20240501,3,1,1,17,4399,28857.44,13027.29,15830.15,0
23880,20240501,3,1,1,18,5966,39136.96,17748.44,21388.52,0
23881,20240501,4,1,1,1,1856,25352.96,11818.54,13534.42,0
23882,20240501,4,1,1,2,845,11542.7,5069.48,6473.22,0
23883,20240501,4,1,1,3,5195,70963.7,31344.63,39619.07,0
23884,20240501,4,1,1,4,2786,38056.76,15453.37,22603.39,0
23885,20240501,4,1,1,5,1221,16678.86,7442.99,9235.87,0
23886,20240501,4,1,1,7,2453,33507.98,14107.85,19400.13,0
23887,20240501,4,1,1,10,1332,18195.12,7751.97,10443.15,0
23888,20240501,4,1,1,11,2608,35625.28,15126.08,20499.2,0
23889,20240501,4,1,1,13,2531,34573.46,16029.88,18543.58,0
23890,20240501,4,1,1,14,3961,54107.26,26389.18,27718.08,0
23891,20240501,4,1,1,16,3793,51812.38,24297.85,27514.53,0
23892,20240501,4,1,1,17,4580,62562.8,30468.39,32094.41,0
23893,20240501,4,1,1,18,1812,24751.92,11843.56,12908.36,0
23894,20240501,5,1,1,1,1739,21007.12,8838.4,12168.72,0
23895,20240501,5,1,1,2,2183,26370.64,12934.61,13436.03,0
23896,20240501,5,1,1,3,4867,58793.36,29270.47,29522.89,0
23897,20240501,5,1,1,4,1599,19315.92,9578.0,9737.92,0
23898,20240501,5,1,1,5,922,11137.76,5003.34,6134.42,0
23899,20240501,5,1,1,6,3553,42920.24,21246.46,21673.78,0
23900,20240501,5,1,1,7,2629,31758.32,14674.9,17083.42,0
23901,20240501,5,1,1,8,3462,41820.96,20468.05,21352.91,0
23902,20240501,5,1,1,9,2972,35901.76,15908.93,19992.83,0
23903,20240501,5,1,1,11,4747,57343.76,25152.98,32190.78,0
23904,20240501,5,1,1,12,4266,51533.28,23751.4,27781.88,0
23905,20240501,5,1,1,13,4578,55302.24,25971.52,29330.72,0
23906,20240501,5,1,1,14,586,7078.88,2846.09,4232.79,0
23907,20240501,5,1,1,15,5872,70933.76,29432.07,41501.69,0
23908,20240501,5,1,1,16,1705,20596.4,9469.78,11126.62,0
23909,20240501,5,1,1,17,4644,56099.52,27960.23,28139.29,0
23910,20240501,5,1,1,18,4141,50023.28,22348.83,27674.45,0
23911,20240501,6,1,1,1,2119,31149.3,12979.76,18169.54,0
23912,20240501,6,1,1,3,2471,36323.7,15004.26,21319.44,0
23913,20240501,6,1,1,4,3148,46275.6,22778.24,23497.36,0
23914,20240501,6,1,1,5,5150,75705.0,34304.15,41400.85,0
23915,20240501,6,1,1,7,2713,39881.1,17639.84,22241.26,0
23916,20240501,6,1,1,8,1259,18507.3,8365.87,10141.43,0
23917,20240501,6,1,1,10,708,10407.6,4515.33,5892.27,0
23918,20240501,6,1,1,11,4945,72691.5,33357.66,39333.84,0
23919,20240501,6,1,1,12,3064,45040.8,21659.18,23381.62,0
23920,20240501,6,1,1,13,1518,22314.6,9807.33,12507.27,0
23921,20240501,6,1,1,15,2453,36059.1,17233.53,18825.57,0
23922,20240501,6,1,1,17,1797,26415.9,11386.11,15029.79,0
23923,20240501,7,1,1,1,2762,19665.44,8693.64,10971.8,0
23924,20240501,7,1,1,2,4395,31292.4,14718.91,16573.49,0
23925,20240501,7,1,1,4,4666,33221.92,15690.31,17531.61,0
23926,20240501,7,1,1,7,816,5809.92,2522.75,3287.17,0
23927,20240501,7,1,1,8,2575,18334.0,8165.03,10168.97,0
23928,20240501,7,1,1,9,2875,20470.0,9383.74,11086.26,0
23929,20240501,7,1,1,10,4053,28857.36,13477.61,15379.75,0
23930,20240501,7,1,1,11,683,4862.96,2216.61,2646.35,0
23931,20240501,7,1,1,14,4276,30445.12,15127.15,15317.97,0
23932,20240501,7,1,1,15,5395,38412.4,16472.83,21939.57,0
23933,20240501,7,1,1,16,3301,23503.12,9566.3,13936.82,0
23934,20240501,7,1,1,17,955,6799.6,2857.68,3941.92,0
23935,20240501,7,1,1,18,3444,24521.28,12094.31,12426.97,0
23936,20240501,8,1,1,1,4764,32538.12,15198.35,17339.77,0
23937,20240501,8,1,1,2,3171,21657.93,9240.51,12417.42,0
23938,20240501,8,1,1,3,5632,38466.56,15915.86,22550.7,0
23939,20240501,8,1,1,4,5697,38910.51,15579.94,23330.57,0
23940,20240501,8,1,1,5,2326,15886.58,7361.38,8525.2,0
23941,20240501,8,1,1,6,1320,9015.6,4313.63,4701.97,0
23942,20240501,8,1,1,7,2804,19151.32,9185.71,9965.61,0
23943,20240501,8,1,1,8,491,3353.53,1525.86,1827.67,0
23944,20240501,8,1,1,9,4784,32674.72,13837.47,18837.25,0
23945,20240501,8,1,1,10,4070,27798.1,11273.54,16524.56,0
23946,20240501,8,1,1,11,861,5880.63,2588.81,3291.82,0
23947,20240501,8,1,1,13,4536,30980.88,13872.34,17108.54,0
23948,20240501,8,1,1,14,1846,12608.18,5453.59,7154.59,0
23949,20240501,8,1,1,16,2755,18816.65,8007.24,10809.41,0
23950,20240501,8,1,1,17,1832,12512.56,5307.47,7205.09,0
23951,20240501,9,1,1,2,945,9686.25,4297.2,5389.05,0
23952,20240501,9,1,1,3,4701,48185.25,20626.15,27559.1,0
23953,20240501,9,1,1,4,1520,15580.0,7526.18,8053.82,0
23954,20240501,9,1,1,5,1081,11080.25,5534.02,5546.23,0
23955,20240501,9,1,1,6,3832,39278.0,18148.3,21129.7,0
23956,20240501,9,1,1,7,1076,11029.0,5055.83,5973.17,0
23957,20240501,9,1,1,9,3113,31908.25,14936.8,16971.45,0
23958,20240501,9,1,1,11,2222,22775.5,10138.19,12637.31,0
23959,20240501,9,1,1,12,1034,10598.5,4534.67,6063.83,0
23960,20240501,9,1,1,14,999,10239.75,4163.03,6076.72,0
23961,20240501,9,1,1,17,1453,14893.25,6262.85,8630.4,0
23962,20240501,9,1,1,18,4300,44075.0,20208.9,23866.1,0
23963,20240501,10,1,1,1,605,4785.55,1979.71,2805.84,0
23964,20240501,10,1,1,2,1882,14886.62,5960.92,8925.7,0
23965,20240501,10,1,1,4,4148,32810.68,14096.24,18714.44,0
23966,20240501,10,1,1,5,5106,40388.46,19332.95,21055.51,0
23967,20240501,10,1,1,6,2301,18200.91,8020.61,10180.3,0
23968,20240501,10,1,1,7,5392,42650.72,19548.58,23102.14,0
23969,20240501,10,1,1,8,5130,40578.3,16458.39,24119.91,0
23970,20240501,10,1,1,9,1933,15290.03,6586.0,8704.03,0
23971,20240501,10,1,1,13,1992,15756.72,6615.07,9141.65,0
23972,20240501,10,1,1,14,4484,35468.44,15628.95,19839.49,0
23973,20240501,10,1,1,15,1064,8416.24,4206.09,4210.15,0
23974,20240501,10,1,1,17,2714,21467.74,8904.81,12562.93,0
23975,20240501,11,1,1,1,2222,14198.58,6431.95,7766.63,0
23976,20240501,11,1,1,2,4134,26416.26,12045.78,14370.48,0
23977,20240501,11,1,1,4,2381,15214.59,7376.86,7837.73,0
23978,20240501,11,1,1,6,4340,27732.6,13669.48,14063.12,0
23979,20240501,11,1,1,8,2599,16607.61,8303.33,8304.28,0
23980,20240501,11,1,1,11,4383,28007.37,13169.25,14838.12,0
23981,20240501,11,1,1,12,1042,6658.38,3069.32,3589.06,0
23982,20240501,11,1,1,14,5535,35368.65,17354.7,18013.95,0
23983,20240501,11,1,1,16,4438,28358.82,11449.89,16908.93,0
23984,20240501,11,1,1,17,3980,25432.2,12480.06,12952.14,0
23985,20240501,11,1,1,18,647,4134.33,1742.38,2391.95,0
23986,20240501,12,1,1,1,4779,41386.14,16592.28,24793.86,0
23987,20240501,12,1,1,2,1171,10140.86,4818.77,5322.09,0
23988,20240501,12,1,1,4,5431,47032.46,22000.09,25032.37,0
23989,20240501,12,1,1,5,4018,34795.88,16044.09,18751.79,0
23990,20240501,12,1,1,6,4338,37567.08,17947.72,19619.36,0
23991,20240501,12,1,1,9,4803,41593.98,17180.41,24413.57,0
23992,20240501,12,1,1,10,2796,24213.36,11747.5,12465.86,0
23993,20240501,12,1,1,11,4570,39576.2,17403.02,22173.18,0
23994,20240501,12,1,1,13,1564,13544.24,5686.64,7857.6,0
23995,20240501,12,1,1,14,1842,15951.72,6850.0,9101.72,0
23996,20240501,12,1,1,16,2757,23875.62,10933.97,12941.65,0
23997,20240501,12,1,1,17,5182,44876.12,18062.73,26813.39,0
23998,20240501,12,1,1,18,2499,21641.34,9771.51,11869.83,0
23999,20240501,13,1,1,1,4036,51862.6,21820.9,30041.7,0
24000,20240501,13,1,1,2,4706,60472.1,28247.51,32224.59,0
24001,20240501,13,1,1,4,2252,28938.2,14018.9,14919.3,0
24002,20240501,13,1,1,5,5627,72306.95,30447.42,41859.53,0
24003,20240501,13,1,1,6,756,9714.6,4718.83,4995.77,0
24004,20240501,13,1,1,8,2714,34874.9,16540.46,18334.44,0
24005,20240501,13,1,1,10,523,6720.55,2791.53,3929.02,0
24006,20240501,13,1,1,11,3328,42764.8,20018.63,22746.17,0
24007,20240501,13,1,1,12,4083,52466.55,25887.3,26579.25,0
24008,20240501,13,1,1,13,5044,64815.4,28894.58,35920.82,0
24009,20240501,13,1,1,14,4207,54059.95,26152.62,27907.33,0
24010,20240501,13,1,1,17,1853,23811.05,11807.18,12003.87,0
24011,20240501,14,1,1,3,3173,32174.22,14902.64,17271.58,0
24012,20240501,14,1,1,7,1586,16082.04,7909.45,8172.59,0
24013,20240501,14,1,1,9,4093,41503.02,18664.67,22838.35,0
24014,20240501,14,1,1,10,1768,17927.52,7247.24,10680.28,0
24015,20240501,14,1,1,11,5108,51795.12,21496.52,30298.6,0
24016,20240501,14,1,1,12,876,8882.64,3857.94,5024.7,0
24017,20240501,14,1,1,14,931,9440.34,4099.76,5340.58,0
24018,20240501,14,1,1,18,1305,13232.7,5438.41,7794.29,0
24019,20240501,15,2,1,1,3099,16920.54,7456.69,9463.85,0
24020,20240501,15,2,1,6,1659,9058.14,4067.68,4990.46,0
24021,20240501,15,2,1,7,5445,29729.7,13669.84,16059.86,0
24022,20240501,15,2,1,9,2451,13382.46,6685.85,6696.61,0
24023,20240501,15,2,1,10,4293,23439.78,9383.73,14056.05,0
24024,20240501,15,2,1,11,4518,24668.28,11251.43,13416.85,0
24025,20240501,15,2,1,12,5002,27310.92,13446.11,13864.81,0
24026,20240501,15,2,1,13,645,3521.7,1481.16,2040.54,0
24027,20240501,15,2,1,14,3439,18776.94,8201.77,10575.17,0
24028,20240501,15,2,1,15,3228,17624.88,8545.03,9079.85,0
24029,20240501,15,2,1,17,1767,9647.82,4368.6,5279.22,0
24030,20240501,15,2,1,18,3138,17133.48,7153.18,9980.3,0
24031,20240501,16,2,1,1,4549,30523.79,14626.18,15897.61,0
24032,20240501,16,2,1,2,2190,14694.9,6032.9,8662.0,0
24033,20240501,16,2,1,3,3454,23176.34,10684.21,12492.13,0
24034,20240501,16,2,1,4,4293,28806.03,13242.22,15563.81,0
24035,20240501,16,2,1,5,823,5522.33,2542.74,2979.59,0
24036,20240501,16,2,1,6,1072,7193.12,3217.93,3975.19,0
24037,20240501,16,2,1,7,581,3898.51,1800.46,2098.05,0
24038,20240501,16,2,1,9,3978,26692.38,11583.22,15109.16,0
24039,20240501,16,2,1,10,4405,29557.55,12093.91,17463.64,0
24040,20240501,16,2,1,11,4114,27604.94,12485.93,15119.01,0
24041,20240501,16,2,1,12,2559,17170.89,7731.75,9439.14,0
24042,20240501,16,2,1,13,4251,28524.21,12903.85,15620.36,0
24043,20240501,16,2,1,14,4285,28752.35,12884.74,15867.61,0
24044,20240501,16,2,1,15,1831,12286.01,6072.93,6213.08,0
24045,20240501,16,2,1,16,4772,32020.12,14258.06,17762.06,0
24046,20240501,16,2,1,18,1178,7904.38,3178.56,4725.82,0
24047,20240501,17,2,1,1,4326,62683.74,29886.77,32796.97,0
24048,20240501,17,2,1,2,4458,64596.42,29061.29,35535.13,0
24049,20240501,17,2,1,5,2334,33819.66,14513.21,19306.45,0
24050,20240501,17,2,1,6,3636,52685.64,21199.75,31485.89,0
24051,20240501,17,2,1,7,1842,26690.58,11362.04,15328.54,0
24052,20240501,17,2,1,10,3645,52816.05,25736.64,27079.41,0
24053,20240501,17,2,1,12,2499,36210.51,16899.92,19310.59,0
24054,20240501,17,2,1,14,3563,51627.87,21220.35,30407.52,0
24055,20240501,17,2,1,16,941,13635.09,5767.05,7868.04,0
24056,20240501,17,2,1,18,2105,30501.45,13535.0,16966.45,0
24057,20240501,18,2,1,1,5175,67689.0,33180.32,34508.68,0
24058,20240501,18,2,1,2,2346,30685.68,14208.96,16476.72,0
24059,20240501,18,2,1,3,4261,55733.88,26176.08,29557.8,0
24060,20240501,18,2,1,4,4132,54046.56,25413.41,28633.15,0
24061,20240501,18,2,1,5,1067,13956.36,6765.74,7190.62,0
24062,20240501,18,2,1,7,4019,52568.52,26254.2,26314.32,0
24063,20240501,18,2,1,8,4285,56047.8,22630.56,33417.24,0
24064,20240501,18,2,1,10,4067,53196.36,21826.45,31369.91,0
24065,20240501,18,2,1,13,497,6500.76,3196.83,3303.93,0
24066,20240501,18,2,1,14,4374,57211.92,25963.75,31248.17,0
24067,20240501,18,2,1,15,3707,48487.56,19648.89,28838.67,0
24068,20240501,18,2,1,16,4936,64562.88,29118.17,35444.71,0
24069,20240501,18,2,1,17,4187,54765.96,26063.41,28702.55,0
24070,20240501,19,2,1,1,3685,22036.3,9242.76,12793.54,0
24071,20240501,19,2,1,3,5353,32010.94,15792.65,16218.29,0
24072,20240501,19,2,1,4,1321,7899.58,3613.07,4286.51,0
24073,20240501,19,2,1,5,1180,7056.4,3050.34,4006.06,0
24074,20240501,19,2,1,7,980,5860.4,2780.99,3079.41,0
24075,20240501,19,2,1,8,2148,12845.04,5818.35,7026.69,0
24076,20240501,19,2,1,9,4468,26718.64,12415.73,14302.91,0
24077,20240501,19,2,1,10,626,3743.48,1791.48,1952.0,0
24078,20240501,19,2,1,11,4101,24523.98,10852.26,13671.72,0
24079,20240501,19,2,1,12,2872,17174.56,8341.9,8832.66,0
24080,20240501,19,2,1,13,1230,7355.4,3041.75,4313.65,0
24081,20240501,19,2,1,14,2495,14920.1,7382.86,7537.24,0
24082,20240501,19,2,1,15,1131,6763.38,2769.22,3994.16,0
24083,20240501,19,2,1,16,4248,25403.04,10778.95,14624.09,0
24084,20240501,19,2,1,17,3777,22586.46,9446.34,13140.12,0
24085,20240501,19,2,1,18,5165,30886.7,13567.73,17318.97,0
24086,20240501,20,2,1,2,4434,41679.6,18317.97,23361.63,0
24087,20240501,20,2,1,3,769,7228.6,2959.65,4268.95,0
24088,20240501,20,2,1,5,3158,29685.2,13128.94,16556.26,0
24089,20240501,20,2,1,6,3080,28952.0,12101.27,16850.73,0
24090,20240501,20,2,1,9,1656,15566.4,6558.58,9007.82,0
24091,20240501,20,2,1,10,1570,14758.0,6806.82,7951.18,0
24092,20240501,20,2,1,12,924,8685.6,3886.3,4799.3,0
24093,20240501,20,2,1,13,837,7867.8,3839.52,4028.28,0
24094,20240501,20,2,1,14,1561,14673.4,6900.08,7773.32,0
24095,20240501,20,2,1,16,3114,29271.6,13122.03,16149.57,0
24096,20240501,21,2,1,1,3148,31322.6,13415.97,17906.63,0
24097,20240501,21,2,1,2,1489,14815.55,6703.93,8111.62,0
24098,20240501,21,2,1,3,3414,33969.3,14093.31,19875.99,0
24099,20240501,21,2,1,4,2752,27382.4,11751.06,15631.34,0
24100,20240501,21,2,1,5,4771,47471.45,20236.57,27234.88,0
24101,20240501,21,2,1,6,3193,31770.35,14999.58,16770.77,0
24102,20240501,21,2,1,7,3344,33272.8,15340.57,17932.23,0
24103,20240501,21,2,1,10,631,6278.45,2852.05,3426.4,0
24104,20240501,21,2,1,11,3096,30805.2,13494.25,17310.95,0
24105,20240501,21,2,1,13,3703,36844.85,15503.13,21341.72,0
24106,20240501,21,2,1,14,5195,51690.25,21340.34,30349.91,0
24107,20240501,21,2,1,15,4864,48396.8,22838.78,25558.02,0
24108,20240501,21,2,1,16,5026,50008.7,24236.73,25771.97,0
24109,20240501,22,2,1,1,4282,60333.38,25889.87,34443.51,0
24110,20240501,22,2,1,3,5099,71844.91,29877.63,41967.28,0
24111,20240501,22,2,1,4,4093,57670.37,25458.74,32211.63,0
24112,20240501,22,2,1,5,3474,48948.66,20719.93,28228.73,0
24113,20240501,22,2,1,6,3530,49737.7,20355.92,29381.78,0
24114,20240501,22,2,1,9,2367,33351.03,14407.83,18943.2,0
24115,20240501,22,2,1,10,2924,41199.16,18984.49,22214.67,0
24116,20240501,22,2,1,11,2866,40381.94,17048.95,23332.99,0
24117,20240501,22,2,1,12,1686,23755.74,9772.02,13983.72,0
24118,20240501,22,2,1,13,4745,66857.05,28286.72,38570.33,0
24119,20240501,22,2,1,14,990,13949.1,6294.57,7654.53,0
24120,20240501,22,2,1,16,4056,57149.04,24366.73,32782.31,0
24121,20240501,22,2,1,17,1644,23163.96,10574.16,12589.8,0
24122,20240501,22,2,1,18,2044,28799.96,12124.21,16675.75,0
24123,20240501,23,2,1,3,2985,34715.55,16326.42,18389.13,0
24124,20240501,23,2,1,4,863,10036.69,4834.35,5202.34,0
24125,20240501,23,2,1,5,1198,13932.74,6397.34,7535.4,0
24126,20240501,23,2,1,6,736,8559.68,3891.92,4667.76,0
24127,20240501,23,2,1,7,4798,55800.74,26906.05,28894.69,0
24128,20240501,23,2,1,8,4420,51404.6,21045.27,30359.33,0
24129,20240501,23,2,1,9,3700,43031.0,21350.68,21680.32,0
24130,20240501,23,2,1,10,2999,34878.37,15909.02,18969.35,0
24131,20240501,23,2,1,12,1707,19852.41,8482.78,11369.63,0
24132,20240501,23,2,1,13,920,10699.6,4438.59,6261.01,0
24133,20240501,23,2,1,15,1284,14932.92,6981.87,7951.05,0
24134,20240501,23,2,1,16,4802,55847.26,23732.57,32114.69,0
24135,20240501,23,2,1,17,2529,29412.27,13276.02,16136.25,0
24136,20240501,24,2,1,1,3545,36159.0,15845.98,20313.02,0
24137,20240501,24,2,1,4,803,8190.6,3320.81,4869.79,0
24138,20240501,24,2,1,5,1360,13872.0,6657.55,7214.45,0
24139,20240501,24,2,1,11,5124,52264.8,24837.19,27427.61,0
24140,20240501,24,2,1,12,3576,36475.2,14610.99,21864.21,0
24141,20240501,24,2,1,13,5570,56814.0,26794.08,30019.92,0
24142,20240501,24,2,1,14,1503,15330.6,6410.68,8919.92,0
24143,20240501,24,2,1,15,3315,33813.0,15641.14,18171.86,0
24144,20240501,25,2,1,1,4545,31133.25,13695.81,17437.44,0
24145,20240501,25,2,1,2,2384,16330.4,6989.89,9340.51,0
24146,20240501,25,2,1,3,5446,37305.1,17831.37,19473.73,0
24147,20240501,25,2,1,5,3050,20892.5,9957.89,10934.61,0
24148,20240501,25,2,1,7,764,5233.4,2289.67,2943.73,0
24149,20240501,25,2,1,9,4546,31140.1,14231.09,16909.01,0
24150,20240501,25,2,1,10,3093,21187.05,10080.9,11106.15,0
24151,20240501,25,2,1,11,1624,11124.4,5016.68,6107.72,0
24152,20240501,25,2,1,12,2147,14706.95,6512.69,8194.26,0
24153,20240501,25,2,1,13,1384,9480.4,3887.76,5592.64,0
24154,20240501,25,2,1,14,1500,10275.0,4546.27,5728.73,0
24155,20240501,25,2,1,16,3786,25934.1,11290.9,14643.2,0
24156,20240501,25,2,1,17,2610,17878.5,8681.5,9197.0,0
24157,20240501,25,2,1,18,2111,14460.35,7002.75,7457.6,0
24158,20240501,26,2,1,1,2062,26290.5,12915.99,13374.51,0
24159,20240501,26,2,1,2,798,10174.5,4130.62,6043.88,0
24160,20240501,26,2,1,3,4447,56699.25,23218.02,33481.23,0
24161,20240501,26,2,1,7,2653,33825.75,15994.92,17830.83,0
24162,20240501,26,2,1,8,2347,29924.25,14480.07,15444.18,0
24163,20240501,26,2,1,10,1270,16192.5,7144.63,9047.87,0
24164,20240501,26,2,1,14,3998,50974.5,23176.35,27798.15,0
24165,20240501,26,2,1,15,3536,45084.0,19023.42,26060.58,0
