BudgetID,DateKey,SegmentID,GeographyID,BudgetRevenue,BudgetCOGS,BudgetOpEx,BudgetGrossProfit,BudgetOperatingIncome
639,20241201,3,9,8723281.17,3053148.41,3053148.41,5670132.76,2616984.35
640,20241201,3,10,8583224.8,3004128.68,3004128.68,5579096.12,2574967.44
641,20241201,3,11,8415071.61,2945275.06,2945275.06,5469796.55,2524521.49
642,20241201,3,12,3395145.79,1188301.03,1188301.03,2206844.76,1018543.73
643,20241201,3,13,3574188.06,1250965.82,1250965.82,2323222.24,1072256.42
644,20241201,3,14,3004026.22,1051409.18,1051409.18,1952617.04,901207.86
645,20241201,3,15,3973406.72,1390692.35,1390692.35,2582714.37,1192022.02
646,20241201,3,16,7868781.5,2754073.52,2754073.52,5114707.98,2360634.46
647,20241201,3,17,4113021.9,1439557.66,1439557.66,2673464.24,1233906.58
648,20241201,3,18,6461996.27,2261698.69,2261698.69,4200297.58,1938598.89
649,20250101,1,1,4785894.99,2153652.75,1675063.25,2632242.24,957178.99
650,20250101,1,2,5370947.62,2416926.43,1879831.67,2954021.19,1074189.52
651,20250101,1,3,3508183.61,1578682.62,1227864.26,1929500.99,701636.73
652,20250101,1,4,3681200.23,1656540.1,1288420.08,2024660.13,736240.05
653,20250101,1,5,3763460.32,1693557.14,1317211.11,2069903.18,752692.07
654,20250101,1,6,5008374.73,2253768.63,1752931.16,2754606.1,1001674.94
655,20250101,1,7,6348290.01,2856730.5,2221901.5,3491559.51,1269658.01
656,20250101,1,8,6558961.58,2951532.71,2295636.55,3607428.87,1311792.32
657,20250101,1,9,7298725.06,3284426.28,2554553.77,4014298.78,1459745.01
658,20250101,1,10,4406842.09,1983078.94,1542394.73,2423763.15,881368.42
659,20250101,1,11,7813519.07,3516083.58,2734731.67,4297435.49,1562703.82
660,20250101,1,12,5513911.02,2481259.96,1929868.86,3032651.06,1102782.2
661,20250101,1,13,3567908.84,1605558.98,1248768.09,1962349.86,713581.77
662,20250101,1,14,7750635.53,3487785.99,2712722.44,4262849.54,1550127.1
663,20250101,1,15,4054901.64,1824705.74,1419215.57,2230195.9,810980.33
664,20250101,1,16,6030474.59,2713713.57,2110666.11,3316761.02,1206094.91
665,20250101,1,17,6338127.77,2852157.5,2218344.72,3485970.27,1267625.55
666,20250101,1,18,3963381.97,1783521.89,1387183.69,2179860.08,792676.39
667,20250101,2,1,7327885.57,2198365.67,2564759.95,5129519.9,2564759.95
668,20250101,2,2,8736532.21,2620959.66,3057786.27,6115572.55,3057786.28
669,20250101,2,3,8021570.08,2406471.02,2807549.53,5615099.06,2807549.53
670,20250101,2,4,4557390.77,1367217.23,1595086.77,3190173.54,1595086.77
671,20250101,2,5,7640918.28,2292275.48,2674321.4,5348642.8,2674321.4
672,20250101,2,6,2856337.74,856901.32,999718.21,1999436.42,999718.21
673,20250101,2,7,8288003.04,2486400.91,2900801.06,5801602.13,2900801.07
674,20250101,2,8,4150753.87,1245226.16,1452763.85,2905527.71,1452763.86
675,20250101,2,9,3444299.0,1033289.7,1205504.65,2411009.3,1205504.65
676,20250101,2,10,8877209.05,2663162.72,3107023.17,6214046.33,3107023.16
677,20250101,2,11,8200421.46,2460126.44,2870147.51,5740295.02,2870147.51
678,20250101,2,12,4162238.22,1248671.47,1456783.38,2913566.75,1456783.37
679,20250101,2,13,4813333.18,1443999.95,1684666.61,3369333.23,1684666.62
680,20250101,2,14,4430102.74,1329030.82,1550535.96,3101071.92,1550535.96
681,20250101,2,15,5969621.93,1790886.58,2089367.68,4178735.35,2089367.67
682,20250101,2,16,6554414.43,1966324.33,2294045.05,4588090.1,2294045.05
683,20250101,2,17,8486825.45,2546047.63,2970388.91,5940777.82,2970388.91
684,20250101,2,18,7491033.25,2247309.98,2621861.64,5243723.27,2621861.63
685,20250101,3,1,4894763.94,1713167.38,1713167.38,3181596.56,1468429.18
686,20250101,3,2,7404235.24,2591482.33,2591482.33,4812752.91,2221270.58
687,20250101,3,3,2739986.67,958995.33,958995.33,1780991.34,821996.01
688,20250101,3,4,7196335.02,2518717.26,2518717.26,4677617.76,2158900.5
689,20250101,3,5,6865136.15,2402797.65,2402797.65,4462338.5,2059540.85
690,20250101,3,6,2729961.42,955486.5,955486.5,1774474.92,818988.42
691,20250101,3,7,6747233.15,2361531.6,2361531.6,4385701.55,2024169.95
692,20250101,3,8,5232039.59,1831213.86,1831213.86,3400825.73,1569611.87
693,20250101,3,9,2749955.08,962484.28,962484.28,1787470.8,824986.52
694,20250101,3,10,2695745.07,943510.77,943510.77,1752234.3,808723.53
695,20250101,3,11,2791176.99,976911.95,976911.95,1814265.04,837353.09
696,20250101,3,12,7996939.02,2798928.66,2798928.66,5198010.36,2399081.7
697,20250101,3,13,4937347.62,1728071.67,1728071.67,3209275.95,1481204.28
698,20250101,3,14,4289849.02,1501447.16,1501447.16,2788401.86,1286954.7
699,20250101,3,15,7193371.24,2517679.93,2517679.93,4675691.31,2158011.38
700,20250101,3,16,8361725.38,2926603.88,2926603.88,5435121.5,2508517.62
701,20250101,3,17,3947328.02,1381564.81,1381564.81,2565763.21,1184198.4
702,20250101,3,18,5091596.41,1782058.74,1782058.74,3309537.67,1527478.93
703,20250201,1,1,5060235.48,2277105.97,1771082.42,2783129.51,1012047.09
704,20250201,1,2,5751113.09,2588000.89,2012889.58,3163112.2,1150222.62
705,20250201,1,3,5533000.99,2489850.45,1936550.35,3043150.54,1106600.19
706,20250201,1,4,4988837.1,2244976.69,1746092.98,2743860.41,997767.43
707,20250201,1,5,4241149.6,1908517.32,1484402.36,2332632.28,848229.92
708,20250201,1,6,4666615.26,2099976.87,1633315.34,2566638.39,933323.05
709,20250201,1,7,5102236.38,2296006.37,1785782.73,2806230.01,1020447.28
710,20250201,1,8,3573867.18,1608240.23,1250853.51,1965626.95,714773.44
711,20250201,1,9,7105772.28,3197597.53,2487020.3,3908174.75,1421154.45
712,20250201,1,10,4114665.01,1851599.25,1440132.75,2263065.76,822933.01
713,20250201,1,11,4979392.77,2240726.75,1742787.47,2738666.02,995878.55
714,20250201,1,12,3268323.29,1470745.48,1143913.15,1797577.81,653664.66
715,20250201,1,13,2663889.61,1198750.32,932361.36,1465139.29,532777.93
716,20250201,1,14,2109683.01,949357.35,738389.05,1160325.66,421936.61
717,20250201,1,15,3784876.2,1703194.29,1324706.67,2081681.91,756975.24
718,20250201,1,16,3782597.43,1702168.84,1323909.1,2080428.59,756519.49
719,20250201,1,17,7135942.35,3211174.06,2497579.82,3924768.29,1427188.47
720,20250201,1,18,2266919.97,1020113.99,793421.99,1246805.98,453383.99
721,20250201,2,1,6305128.81,1891538.64,2206795.08,4413590.17,2206795.09
722,20250201,2,2,7884028.33,2365208.5,2759409.92,5518819.83,2759409.91
723,20250201,2,3,3879892.4,1163967.72,1357962.34,2715924.68,1357962.34
724,20250201,2,4,3542262.54,1062678.76,1239791.89,2479583.78,1239791.89
725,20250201,2,5,7120137.9,2136041.37,2492048.27,4984096.53,2492048.26
726,20250201,2,6,4777974.34,1433392.3,1672291.02,3344582.04,1672291.02
727,20250201,2,7,2620658.81,786197.64,917230.58,1834461.17,917230.59
728,20250201,2,8,2567947.1,770384.13,898781.48,1797562.97,898781.49
729,20250201,2,9,7922211.4,2376663.42,2772773.99,5545547.98,2772773.99
730,20250201,2,10,2426273.26,727881.98,849195.64,1698391.28,849195.64
731,20250201,2,11,4620688.76,1386206.63,1617241.07,3234482.13,1617241.06
732,20250201,2,12,6877625.6,2063287.68,2407168.96,4814337.92,2407168.96
733,20250201,2,13,6204184.59,1861255.38,2171464.61,4342929.21,2171464.6
734,20250201,2,14,4062868.08,1218860.42,1422003.83,2844007.66,1422003.83
735,20250201,2,15,5605540.35,1681662.1,1961939.12,3923878.25,1961939.13
736,20250201,2,16,5542587.17,1662776.15,1939905.51,3879811.02,1939905.51
737,20250201,2,17,6499006.61,1949701.98,2274652.31,4549304.63,2274652.32
738,20250201,2,18,6580946.85,1974284.05,2303331.4,4606662.8,2303331.4
739,20250201,3,1,3942802.73,1379980.96,1379980.96,2562821.77,1182840.81
740,20250201,3,2,3987456.2,1395609.67,1395609.67,2591846.53,1196236.86
741,20250201,3,3,3682108.07,1288737.82,1288737.82,2393370.25,1104632.43
742,20250201,3,4,3174656.67,1111129.83,1111129.83,2063526.84,952397.01
743,20250201,3,5,5081152.96,1778403.54,1778403.54,3302749.42,1524345.88
744,20250201,3,6,4036625.99,1412819.1,1412819.1,2623806.89,1210987.79
745,20250201,3,7,4264978.11,1492742.34,1492742.34,2772235.77,1279493.43
746,20250201,3,8,2859618.84,1000866.59,1000866.59,1858752.25,857885.66
747,20250201,3,9,6733779.55,2356822.84,2356822.84,4376956.71,2020133.87
748,20250201,3,10,3225507.13,1128927.5,1128927.5,2096579.63,967652.13
749,20250201,3,11,7529973.19,2635490.62,2635490.62,4894482.57,2258991.95
750,20250201,3,12,3815375.76,1335381.52,1335381.52,2479994.24,1144612.72
751,20250201,3,13,8769031.14,3069160.9,3069160.9,5699870.24,2630709.34
752,20250201,3,14,5686738.01,1990358.3,1990358.3,3696379.71,1706021.41
753,20250201,3,15,8688959.09,3041135.68,3041135.68,5647823.41,2606687.73
754,20250201,3,16,6936619.72,2427816.9,2427816.9,4508802.82,2080985.92
755,20250201,3,17,3721572.35,1302550.32,1302550.32,2419022.03,1116471.71
756,20250201,3,18,8047701.71,2816695.6,2816695.6,5231006.11,2414310.51
757,20250301,1,1,6785628.43,3053532.79,2374969.95,3732095.64,1357125.69
758,20250301,1,2,4090759.83,1840841.92,1431765.94,2249917.91,818151.97
759,20250301,1,3,6197312.47,2788790.61,2169059.36,3408521.86,1239462.5
760,20250301,1,4,7387129.7,3324208.36,2585495.4,4062921.34,1477425.94
761,20250301,1,5,3432975.86,1544839.14,1201541.55,1888136.72,686595.17
762,20250301,1,6,6370816.21,2866867.29,2229785.67,3503948.92,1274163.25
763,20250301,1,7,4026464.82,1811909.17,1409262.69,2214555.65,805292.96
764,20250301,1,8,3849932.49,1732469.62,1347476.37,2117462.87,769986.5
765,20250301,1,9,5356770.47,2410546.71,1874869.66,2946223.76,1071354.1
766,20250301,1,10,6455618.4,2905028.28,2259466.44,3550590.12,1291123.68
767,20250301,1,11,7171106.58,3226997.96,2509887.3,3944108.62,1434221.32
768,20250301,1,12,5602099.98,2520944.99,1960734.99,3081154.99,1120420.0
769,20250301,1,13,6096043.77,2743219.7,2133615.32,3352824.07,1219208.75
770,20250301,1,14,6013525.84,2706086.63,2104734.04,3307439.21,1202705.17
771,20250301,1,15,2398036.63,1079116.48,839312.82,1318920.15,479607.33
772,20250301,1,16,5723483.01,2575567.35,2003219.05,3147915.66,1144696.61
773,20250301,1,17,4838263.76,2177218.69,1693392.32,2661045.07,967652.75
774,20250301,1,18,5003444.12,2251549.85,1751205.44,2751894.27,1000688.83
775,20250301,2,1,6917968.73,2075390.62,2421289.06,4842578.11,2421289.05
776,20250301,2,2,4983867.89,1495160.37,1744353.76,3488707.52,1744353.76
777,20250301,2,3,5841354.84,1752406.45,2044474.19,4088948.39,2044474.2
778,20250301,2,4,2304139.06,691241.72,806448.67,1612897.34,806448.67
779,20250301,2,5,7320558.05,2196167.42,2562195.32,5124390.63,2562195.31
780,20250301,2,6,8070677.32,2421203.2,2824737.06,5649474.12,2824737.06
781,20250301,2,7,6638275.97,1991482.79,2323396.59,4646793.18,2323396.59
782,20250301,2,8,7735123.8,2320537.14,2707293.33,5414586.66,2707293.33
783,20250301,2,9,5857673.19,1757301.96,2050185.62,4100371.23,2050185.61
784,20250301,2,10,4748556.64,1424566.99,1661994.82,3323989.65,1661994.83
785,20250301,2,11,4755366.55,1426609.96,1664378.29,3328756.59,1664378.3
786,20250301,2,12,2769610.14,830883.04,969363.55,1938727.1,969363.55
787,20250301,2,13,3026957.9,908087.37,1059435.26,2118870.53,1059435.27
788,20250301,2,14,2936749.74,881024.92,1027862.41,2055724.82,1027862.41
789,20250301,2,15,2386109.47,715832.84,835138.31,1670276.63,835138.32
790,20250301,2,16,3770993.63,1131298.09,1319847.77,2639695.54,1319847.77
791,20250301,2,17,4126354.08,1237906.22,1444223.93,2888447.86,1444223.93
792,20250301,2,18,3938954.72,1181686.42,1378634.15,2757268.3,1378634.15
793,20250301,3,1,5259888.81,1840961.08,1840961.08,3418927.73,1577966.65
794,20250301,3,2,9652006.99,3378202.45,3378202.45,6273804.54,2895602.09
795,20250301,3,3,6560614.69,2296215.14,2296215.14,4264399.55,1968184.41
796,20250301,3,4,6385168.24,2234808.88,2234808.88,4150359.36,1915550.48
797,20250301,3,5,8005290.82,2801851.79,2801851.79,5203439.03,2401587.24
798,20250301,3,6,8608422.08,3012947.73,3012947.73,5595474.35,2582526.62
799,20250301,3,7,6759874.37,2365956.03,2365956.03,4393918.34,2027962.31
800,20250301,3,8,4681063.71,1638372.3,1638372.3,3042691.41,1404319.11
801,20250301,3,9,5840399.35,2044139.77,2044139.77,3796259.58,1752119.81
802,20250301,3,10,6196864.56,2168902.6,2168902.6,4027961.96,1859059.36
803,20250301,3,11,4213703.86,1474796.35,1474796.35,2738907.51,1264111.16
804,20250301,3,12,3685783.51,1290024.23,1290024.23,2395759.28,1105735.05
805,20250301,3,13,7187845.77,2515746.02,2515746.02,4672099.75,2156353.73
806,20250301,3,14,7193725.02,2517803.76,2517803.76,4675921.26,2158117.5
807,20250301,3,15,7408900.79,2593115.28,2593115.28,4815785.51,2222670.23
808,20250301,3,16,4414284.92,1544999.72,1544999.72,2869285.2,1324285.48
809,20250301,3,17,5973264.75,2090642.66,2090642.66,3882622.09,1791979.43
810,20250301,3,18,5310578.6,1858702.51,1858702.51,3451876.09,1593173.58
811,20250401,1,1,5342298.4,2404034.28,1869804.44,2938264.12,1068459.68
812,20250401,1,2,5208150.35,2343667.66,1822852.62,2864482.69,1041630.07
813,20250401,1,3,5731036.88,2578966.6,2005862.91,3152070.28,1146207.37
814,20250401,1,4,2763015.96,1243357.18,967055.59,1519658.78,552603.19
815,20250401,1,5,2668684.41,1200907.98,934039.54,1467776.43,533736.89
816,20250401,1,6,7707789.54,3468505.29,2697726.34,4239284.25,1541557.91
817,20250401,1,7,6259283.98,2816677.79,2190749.39,3442606.19,1251856.8
818,20250401,1,8,2262484.91,1018118.21,791869.72,1244366.7,452496.98
819,20250401,1,9,2892728.73,1301727.93,1012455.06,1591000.8,578545.74
820,20250401,1,10,8428720.01,3792924.0,2950052.0,4635796.01,1685744.01
821,20250401,1,11,3174333.29,1428449.98,1111016.65,1745883.31,634866.66
822,20250401,1,12,6691055.19,3010974.84,2341869.32,3680080.35,1338211.03
823,20250401,1,13,7844775.97,3530149.19,2745671.59,4314626.78,1568955.19
824,20250401,1,14,6168759.0,2775941.55,2159065.65,3392817.45,1233751.8
825,20250401,1,15,6502580.62,2926161.28,2275903.22,3576419.34,1300516.12
826,20250401,1,16,2684773.58,1208148.11,939670.75,1476625.47,536954.72
827,20250401,1,17,3651376.51,1643119.43,1277981.78,2008257.08,730275.3
828,20250401,1,18,3398939.6,1529522.82,1189628.86,1869416.78,679787.92
829,20250401,2,1,4144467.73,1243340.32,1450563.71,2901127.41,1450563.7
830,20250401,2,2,2483548.55,745064.56,869241.99,1738483.99,869242.0
831,20250401,2,3,6392931.4,1917879.42,2237525.99,4475051.98,2237525.99
832,20250401,2,4,5551628.78,1665488.63,1943070.07,3886140.15,1943070.08
833,20250401,2,5,7661384.19,2298415.26,2681484.47,5362968.93,2681484.46
834,20250401,2,6,4171752.17,1251525.65,1460113.26,2920226.52,1460113.26
835,20250401,2,7,4621634.06,1386490.22,1617571.92,3235143.84,1617571.92
836,20250401,2,8,7188056.25,2156416.88,2515819.69,5031639.37,2515819.68
837,20250401,2,9,3929417.39,1178825.22,1375296.09,2750592.17,1375296.08
838,20250401,2,10,4403043.67,1320913.1,1541065.28,3082130.57,1541065.29
839,20250401,2,11,4613339.32,1384001.8,1614668.76,3229337.52,1614668.76
840,20250401,2,12,2712938.49,813881.55,949528.47,1899056.94,949528.47
841,20250401,2,13,8116420.43,2434926.13,2840747.15,5681494.3,2840747.15
842,20250401,2,14,3902915.92,1170874.78,1366020.57,2732041.14,1366020.57
843,20250401,2,15,6635980.89,1990794.27,2322593.31,4645186.62,2322593.31
844,20250401,2,16,4387009.59,1316102.88,1535453.36,3070906.71,1535453.35
845,20250401,2,17,4639098.35,1391729.5,1623684.42,3247368.85,1623684.43
846,20250401,2,18,5024252.03,1507275.61,1758488.21,3516976.42,1758488.21
847,20250401,3,1,6696414.42,2343745.05,2343745.05,4352669.37,2008924.32
848,20250401,3,2,6089812.63,2131434.42,2131434.42,3958378.21,1826943.79
849,20250401,3,3,6310798.52,2208779.48,2208779.48,4102019.04,1893239.56
850,20250401,3,4,7361214.33,2576425.02,2576425.02,4784789.31,2208364.29
851,20250401,3,5,3031837.22,1061143.03,1061143.03,1970694.19,909551.16
852,20250401,3,6,7107091.84,2487482.14,2487482.14,4619609.7,2132127.56
853,20250401,3,7,5029028.69,1760160.04,1760160.04,3268868.65,1508708.61
854,20250401,3,8,8543048.52,2990066.98,2990066.98,5552981.54,2562914.56
855,20250401,3,9,3079896.99,1077963.95,1077963.95,2001933.04,923969.09
856,20250401,3,10,2846462.23,996261.78,996261.78,1850200.45,853938.67
857,20250401,3,11,8956409.59,3134743.36,3134743.36,5821666.23,2686922.87
858,20250401,3,12,5919757.37,2071915.08,2071915.08,3847842.29,1775927.21
859,20250401,3,13,3156157.81,1104655.23,1104655.23,2051502.58,946847.35
860,20250401,3,14,2745899.18,961064.71,961064.71,1784834.47,823769.76
861,20250401,3,15,4575641.37,1601474.48,1601474.48,2974166.89,1372692.41
862,20250401,3,16,4970103.77,1739536.32,1739536.32,3230567.45,1491031.13
863,20250401,3,17,7693386.78,2692685.37,2692685.37,5000701.41,2308016.04
864,20250401,3,18,4019877.14,1406957.0,1406957.0,2612920.14,1205963.14
865,20250501,1,1,2342007.68,1053903.46,819702.69,1288104.22,468401.53
866,20250501,1,2,3990814.65,1795866.59,1396785.13,2194948.06,798162.93
867,20250501,1,3,2757543.05,1240894.37,965140.07,1516648.68,551508.61
868,20250501,1,4,2548736.25,1146931.31,892057.69,1401804.94,509747.25
869,20250501,1,5,6611156.14,2975020.26,2313904.65,3636135.88,1322231.23
870,20250501,1,6,3450982.88,1552942.3,1207844.01,1898040.58,690196.57
871,20250501,1,7,6978254.48,3140214.52,2442389.07,3838039.96,1395650.89
872,20250501,1,8,4209553.05,1894298.87,1473343.57,2315254.18,841910.61
873,20250501,1,9,6924621.96,3116079.88,2423617.69,3808542.08,1384924.39
874,20250501,1,10,5856314.57,2635341.56,2049710.1,3220973.01,1171262.91
875,20250501,1,11,6451803.21,2903311.44,2258131.12,3548491.77,1290360.65
876,20250501,1,12,3732790.37,1679755.67,1306476.63,2053034.7,746558.07
877,20250501,1,13,5555049.07,2499772.08,1944267.17,3055276.99,1111009.82
878,20250501,1,14,3163286.82,1423479.07,1107150.39,1739807.75,632657.36
879,20250501,1,15,3743306.47,1684487.91,1310157.26,2058818.56,748661.3
880,20250501,1,16,6504466.38,2927009.87,2276563.23,3577456.51,1300893.28
881,20250501,1,17,5154063.3,2319328.48,1803922.15,2834734.82,1030812.67
882,20250501,1,18,3910002.72,1759501.22,1368500.95,2150501.5,782000.55
883,20250501,2,1,7942288.07,2382686.42,2779800.82,5559601.65,2779800.83
884,20250501,2,2,4895576.04,1468672.81,1713451.61,3426903.23,1713451.62
885,20250501,2,3,5026453.23,1507935.97,1759258.63,3518517.26,1759258.63
886,20250501,2,4,7222389.42,2166716.83,2527836.3,5055672.59,2527836.29
887,20250501,2,5,4424846.66,1327454.0,1548696.33,3097392.66,1548696.33
888,20250501,2,6,8378777.13,2513633.14,2932572.0,5865143.99,2932571.99
889,20250501,2,7,8597231.57,2579169.47,3009031.05,6018062.1,3009031.05
890,20250501,2,8,4193450.93,1258035.28,1467707.83,2935415.65,1467707.82
891,20250501,2,9,2360000.71,708000.21,826000.25,1652000.5,826000.25
892,20250501,2,10,5981174.36,1794352.31,2093411.03,4186822.05,2093411.02
893,20250501,2,11,5321814.8,1596544.44,1862635.18,3725270.36,1862635.18
894,20250501,2,12,8990799.06,2697239.72,3146779.67,6293559.34,3146779.67
895,20250501,2,13,6703153.79,2010946.14,2346103.83,4692207.65,2346103.82
896,20250501,2,14,8988807.39,2696642.22,3146082.59,6292165.17,3146082.58
897,20250501,2,15,7826959.86,2348087.96,2739435.95,5478871.9,2739435.95
898,20250501,2,16,6386292.48,1915887.74,2235202.37,4470404.74,2235202.37
899,20250501,2,17,6073187.87,1821956.36,2125615.75,4251231.51,2125615.76
900,20250501,2,18,4166010.43,1249803.13,1458103.65,2916207.3,1458103.65
901,20250501,3,1,7884551.67,2759593.08,2759593.08,5124958.59,2365365.51
902,20250501,3,2,9320990.69,3262346.74,3262346.74,6058643.95,2796297.21
903,20250501,3,3,2878323.61,1007413.26,1007413.26,1870910.35,863497.09
904,20250501,3,4,5611696.84,1964093.89,1964093.89,3647602.95,1683509.06
905,20250501,3,5,4279490.06,1497821.52,1497821.52,2781668.54,1283847.02
906,20250501,3,6,7549448.38,2642306.93,2642306.93,4907141.45,2264834.52
907,20250501,3,7,5369023.81,1879158.33,1879158.33,3489865.48,1610707.15
908,20250501,3,8,3782729.22,1323955.23,1323955.23,2458773.99,1134818.76
909,20250501,3,9,5755545.55,2014440.94,2014440.94,3741104.61,1726663.67
910,20250501,3,10,2426988.46,849445.96,849445.96,1577542.5,728096.54
911,20250501,3,11,4697542.01,1644139.7,1644139.7,3053402.31,1409262.61
912,20250501,3,12,6118405.58,2141441.95,2141441.95,3976963.63,1835521.68
913,20250501,3,13,4622229.86,1617780.45,1617780.45,3004449.41,1386668.96
914,20250501,3,14,6414846.79,2245196.38,2245196.38,4169650.41,1924454.03
915,20250501,3,15,7511455.04,2629009.26,2629009.26,4882445.78,2253436.52
916,20250501,3,16,2434084.96,851929.74,851929.74,1582155.22,730225.48
917,20250501,3,17,6931770.86,2426119.8,2426119.8,4505651.06,2079531.26
918,20250501,3,18,8661203.89,3031421.36,3031421.36,5629782.53,2598361.17
919,20250601,1,1,7389720.27,3325374.12,2586402.09,4064346.15,1477944.06
920,20250601,1,2,8408443.14,3783799.41,2942955.1,4624643.73,1681688.63
921,20250601,1,3,4984580.81,2243061.36,1744603.28,2741519.45,996916.17
922,20250601,1,4,6920969.14,3114436.11,2422339.2,3806533.03,1384193.83
923,20250601,1,5,2811327.9,1265097.56,983964.76,1546230.34,562265.58
924,20250601,1,6,7287938.43,3279572.29,2550778.45,4008366.14,1457587.69
925,20250601,1,7,7301716.38,3285772.37,2555600.73,4015944.01,1460343.28
926,20250601,1,8,8278486.78,3725319.05,2897470.37,4553167.73,1655697.36
927,20250601,1,9,2306773.92,1038048.26,807370.87,1268725.66,461354.79
928,20250601,1,10,8699175.07,3914628.78,3044711.27,4784546.29,1739835.02
929,20250601,1,11,2320957.94,1044431.07,812335.28,1276526.87,464191.59
930,20250601,1,12,3071556.93,1382200.62,1075044.93,1689356.31,614311.38
931,20250601,1,13,4231022.3,1903960.04,1480857.8,2327062.26,846204.46
932,20250601,1,14,8504808.58,3827163.86,2976683.0,4677644.72,1700961.72
933,20250601,1,15,5310428.05,2389692.62,1858649.82,2920735.43,1062085.61
934,20250601,1,16,4280330.79,1926148.86,1498115.78,2354181.93,856066.15
935,20250601,1,17,7634517.22,3435532.75,2672081.03,4198984.47,1526903.44
936,20250601,1,18,2361871.42,1062842.14,826655.0,1299029.28,472374.28
937,20250601,2,1,3984376.58,1195312.97,1394531.8,2789063.61,1394531.81
938,20250601,2,2,8151768.86,2445530.66,2853119.1,5706238.2,2853119.1
939,20250601,2,3,5614939.98,1684481.99,1965228.99,3930457.99,1965229.0
940,20250601,2,4,7260261.86,2178078.56,2541091.65,5082183.3,2541091.65
941,20250601,2,5,7335040.57,2200512.17,2567264.2,5134528.4,2567264.2
942,20250601,2,6,4317224.17,1295167.25,1511028.46,3022056.92,1511028.46
943,20250601,2,7,3153859.84,946157.95,1103850.94,2207701.89,1103850.95
944,20250601,2,8,3447570.89,1034271.27,1206649.81,2413299.62,1206649.81
945,20250601,2,9,4940422.22,1482126.67,1729147.78,3458295.55,1729147.77
946,20250601,2,10,6458013.86,1937404.16,2260304.85,4520609.7,2260304.85
947,20250601,2,11,8350328.48,2505098.54,2922614.97,5845229.94,2922614.97
948,20250601,2,12,8818197.26,2645459.18,3086369.04,6172738.08,3086369.04
949,20250601,2,13,6061131.9,1818339.57,2121396.17,4242792.33,2121396.16
950,20250601,2,14,7316711.12,2195013.34,2560848.89,5121697.78,2560848.89
951,20250601,2,15,7023919.84,2107175.95,2458371.94,4916743.89,2458371.95
952,20250601,2,16,3037802.37,911340.71,1063230.83,2126461.66,1063230.83
953,20250601,2,17,7219807.3,2165942.19,2526932.55,5053865.11,2526932.56
954,20250601,2,18,2962374.45,888712.34,1036831.06,2073662.11,1036831.05
955,20250601,3,1,4799451.98,1679808.19,1679808.19,3119643.79,1439835.6
956,20250601,3,2,2290870.55,801804.69,801804.69,1489065.86,687261.17
957,20250601,3,3,5746531.75,2011286.11,2011286.11,3735245.64,1723959.53
958,20250601,3,4,5201589.34,1820556.27,1820556.27,3381033.07,1560476.8
959,20250601,3,5,7608981.52,2663143.53,2663143.53,4945837.99,2282694.46
960,20250601,3,6,2272905.28,795516.85,795516.85,1477388.43,681871.58
961,20250601,3,7,5866507.25,2053277.54,2053277.54,3813229.71,1759952.17
962,20250601,3,8,6692716.31,2342450.71,2342450.71,4350265.6,2007814.89
963,20250601,3,9,2809746.35,983411.22,983411.22,1826335.13,842923.91
964,20250601,3,10,6199691.3,2169891.95,2169891.95,4029799.35,1859907.4
965,20250601,3,11,4689088.96,1641181.14,1641181.14,3047907.82,1406726.68
966,20250601,3,12,6102277.55,2135797.14,2135797.14,3966480.41,1830683.27
967,20250601,3,13,5191316.56,1816960.8,1816960.8,3374355.76,1557394.96
968,20250601,3,14,8618703.57,3016546.25,3016546.25,5602157.32,2585611.07
969,20250601,3,15,3419463.92,1196812.37,1196812.37,2222651.55,1025839.18
970,20250601,3,16,6854001.77,2398900.62,2398900.62,4455101.15,2056200.53
971,20250601,3,17,8023657.44,2808280.1,2808280.1,5215377.34,2407097.24
972,20250601,3,18,7398439.11,2589453.69,2589453.69,4808985.42,2219531.73
973,20250701,1,1,7692036.3,3461416.34,2692212.7,4230619.96,1538407.26
974,20250701,1,2,4336033.07,1951214.88,1517611.57,2384818.19,867206.62
975,20250701,1,3,8637695.45,3886962.95,3023193.41,4750732.5,1727539.09
976,20250701,1,4,4812662.75,2165698.24,1684431.96,2646964.51,962532.55
977,20250701,1,5,4943915.59,2224762.02,1730370.46,2719153.57,988783.11
978,20250701,1,6,2834067.77,1275330.5,991923.72,1558737.27,566813.55
979,20250701,1,7,4966827.61,2235072.42,1738389.66,2731755.19,993365.53
980,20250701,1,8,3884080.25,1747836.11,1359428.09,2136244.14,776816.05
981,20250701,1,9,5996693.38,2698512.02,2098842.68,3298181.36,1199338.68
982,20250701,1,10,5826215.61,2621797.02,2039175.46,3204418.59,1165243.13
983,20250701,1,11,5648636.01,2541886.2,1977022.6,3106749.81,1129727.21
984,20250701,1,12,9488553.7,4269849.16,3320993.79,5218704.54,1897710.75
985,20250701,1,13,6983142.69,3142414.21,2444099.94,3840728.48,1396628.54
986,20250701,1,14,4768132.64,2145659.69,1668846.42,2622472.95,953626.53
987,20250701,1,15,9357275.06,4210773.78,3275046.27,5146501.28,1871455.01
988,20250701,1,16,4548583.89,2046862.75,1592004.36,2501721.14,909716.78
989,20250701,1,17,4897378.6,2203820.37,1714082.51,2693558.23,979475.72
990,20250701,1,18,4218293.46,1898232.06,1476402.71,2320061.4,843658.69
